"package","declared","declared_recursive","without_base","without_base_recursive","without_installed","without_installed_recursive","reverse","reverse_recursive","badge_url"
"mccr",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"MCDA",5,7,4,5,4,5,0,0,"https://img.shields.io/badge/dependencies-4/5-green?style=flat"
"MCDM",1,5,1,2,1,2,0,0,"https://img.shields.io/badge/dependencies-1/2-green?style=flat"
"mcemGLM",4,6,3,3,3,3,0,0,"https://img.shields.io/badge/dependencies-3/3-green?style=flat"
"mcen",7,29,4,20,3,13,0,0,"https://img.shields.io/badge/dependencies-3/13-green?style=flat"
"mcga",2,17,2,11,2,10,0,0,"https://img.shields.io/badge/dependencies-2/10-green?style=flat"
"mcgfa",2,2,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"mcgibbsit",1,7,1,2,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"mcGlobaloptim",3,4,2,3,2,3,1,2,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"mcheatmaps",2,3,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"MChtest",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"MCI",0,0,0,0,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"MCI2",5,62,5,54,5,50,0,0,"https://img.shields.io/badge/dependencies-5/50-orange?style=flat"
"MCL",1,9,1,3,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"mclcar",6,44,6,37,6,30,0,0,"https://img.shields.io/badge/dependencies-6/30-orange?style=flat"
"mcll",2,8,2,3,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"mclogit",4,28,2,21,1,18,1,1,"https://img.shields.io/badge/dependencies-1/18-green?style=flat"
"mclust",4,4,0,0,0,0,87,194,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"mclustcomp",3,14,3,9,3,9,0,0,"https://img.shields.io/badge/dependencies-3/9-green?style=flat"
"mcmc",1,1,0,0,0,0,5,86,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"MCMC.OTU",3,61,3,52,3,47,0,0,"https://img.shields.io/badge/dependencies-3/47-green?style=flat"
"MCMC.qpcr",3,61,3,52,3,47,0,0,"https://img.shields.io/badge/dependencies-3/47-green?style=flat"
"MCMC4Extremes",1,2,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"mcmcabn",6,117,6,107,6,99,0,0,"https://img.shields.io/badge/dependencies-6/99-orange?style=flat"
"mcmcderive",5,15,5,9,5,8,0,0,"https://img.shields.io/badge/dependencies-5/8-orange?style=flat"
"MCMCglmm",7,17,6,9,5,6,8,8,"https://img.shields.io/badge/dependencies-5/6-orange?style=flat"
"MCMCpack",10,14,5,8,3,5,71,81,"https://img.shields.io/badge/dependencies-3/5-green?style=flat"
"mcmcplots",4,11,4,5,4,4,3,3,"https://img.shields.io/badge/dependencies-4/4-green?style=flat"
"MCMCprecision",9,14,6,7,5,5,0,0,"https://img.shields.io/badge/dependencies-5/5-orange?style=flat"
"mcmcr",6,11,4,5,4,4,2,2,"https://img.shields.io/badge/dependencies-4/4-green?style=flat"
"mcmcse",4,7,3,3,3,3,8,8,"https://img.shields.io/badge/dependencies-3/3-green?style=flat"
"MCMCtreeR",8,21,3,12,3,9,0,0,"https://img.shields.io/badge/dependencies-3/9-green?style=flat"
"MCMCvis",4,67,3,57,3,52,0,0,"https://img.shields.io/badge/dependencies-3/52-green?style=flat"
"mcMST",9,100,9,91,9,85,0,0,"https://img.shields.io/badge/dependencies-9/85-orange?style=flat"
"mco",0,0,0,0,0,0,7,18,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"Mcomp",2,69,2,60,2,54,2,2,"https://img.shields.io/badge/dependencies-2/54-green?style=flat"
"mcompanion",5,18,4,11,2,8,1,1,"https://img.shields.io/badge/dependencies-2/8-green?style=flat"
"MConjoint",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"mcp",20,83,17,74,17,68,0,0,"https://img.shields.io/badge/dependencies-17/68-red?style=flat"
"mcPAFit",6,56,3,46,3,43,0,0,"https://img.shields.io/badge/dependencies-3/43-green?style=flat"
"MCPAN",7,27,5,20,5,15,3,3,"https://img.shields.io/badge/dependencies-5/15-orange?style=flat"
"mcparallelDo",4,10,3,6,3,6,0,0,"https://img.shields.io/badge/dependencies-3/6-green?style=flat"
"MCPMod",2,8,2,2,1,1,1,1,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"MCPModGeneral",3,10,2,4,1,2,0,0,"https://img.shields.io/badge/dependencies-1/2-green?style=flat"
"MCPModPack",9,51,9,44,9,42,0,0,"https://img.shields.io/badge/dependencies-9/42-orange?style=flat"
"mcprofile",4,56,3,48,3,43,1,1,"https://img.shields.io/badge/dependencies-3/43-green?style=flat"
"mcr",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"MCS",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"MCSim",4,8,2,3,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"mcsm",3,9,2,3,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"McSpatial",6,16,6,10,5,7,0,0,"https://img.shields.io/badge/dependencies-5/7-orange?style=flat"
"mcStats",8,64,7,56,7,51,0,0,"https://img.shields.io/badge/dependencies-7/51-orange?style=flat"
"mctest",2,2,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"MCTM",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"mcunit",6,36,4,30,4,30,0,0,"https://img.shields.io/badge/dependencies-4/30-green?style=flat"
"md",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"md.log",1,5,1,4,1,4,0,0,"https://img.shields.io/badge/dependencies-1/4-green?style=flat"
"mda",2,7,1,2,0,0,11,17,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"mDAG",8,144,7,134,6,123,0,0,"https://img.shields.io/badge/dependencies-6/123-orange?style=flat"
"mdapack",18,105,16,97,16,92,0,0,"https://img.shields.io/badge/dependencies-16/92-red?style=flat"
"mdatools",4,4,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"MDBED",10,68,7,59,6,53,0,0,"https://img.shields.io/badge/dependencies-6/53-orange?style=flat"
"mde",3,26,3,22,3,22,0,0,"https://img.shields.io/badge/dependencies-3/22-green?style=flat"
"mded",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"mdendro",1,2,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"MDFS",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"mdftracks",1,1,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"mdhglm",4,10,3,4,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"MDimNormn",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"mdir.logrank",2,6,1,1,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"mdmb",9,52,6,45,6,42,0,0,"https://img.shields.io/badge/dependencies-6/42-orange?style=flat"
"MDMR",4,68,3,59,3,51,0,0,"https://img.shields.io/badge/dependencies-3/51-green?style=flat"
"mdpeer",9,71,9,62,7,55,0,0,"https://img.shields.io/badge/dependencies-7/55-orange?style=flat"
"MDplot",5,13,4,8,3,6,0,0,"https://img.shields.io/badge/dependencies-3/6-green?style=flat"
"MDPtoolbox",2,10,2,4,1,2,0,0,"https://img.shields.io/badge/dependencies-1/2-green?style=flat"
"mds",3,25,2,20,2,20,1,1,"https://img.shields.io/badge/dependencies-2/20-green?style=flat"
"mdscore",2,6,1,1,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"mdsdt",3,12,3,6,3,4,0,0,"https://img.shields.io/badge/dependencies-3/4-green?style=flat"
"MDSGUI",10,52,8,45,6,42,0,0,"https://img.shields.io/badge/dependencies-6/42-orange?style=flat"
"MDSMap",4,154,4,145,4,132,2,2,"https://img.shields.io/badge/dependencies-4/132-green?style=flat"
"mdsOpt",7,201,7,192,7,178,0,0,"https://img.shields.io/badge/dependencies-7/178-orange?style=flat"
"MDSPCAShiny",6,57,5,48,4,45,0,0,"https://img.shields.io/badge/dependencies-4/45-green?style=flat"
"mdsr",9,105,9,97,9,92,0,0,"https://img.shields.io/badge/dependencies-9/92-orange?style=flat"
"MDSS",3,3,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"mdsstat",4,26,2,21,2,21,0,0,"https://img.shields.io/badge/dependencies-2/21-green?style=flat"
"mdw",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"meanr",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"meanShiftR",0,0,0,0,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"meaRtools",9,62,8,53,7,48,0,0,"https://img.shields.io/badge/dependencies-7/48-orange?style=flat"
"measurements",0,0,0,0,0,0,2,3,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"measures",1,1,0,0,0,0,2,3,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"measuRing",4,28,4,21,4,17,1,1,"https://img.shields.io/badge/dependencies-4/17-green?style=flat"
"meboot",2,70,2,61,1,53,2,2,"https://img.shields.io/badge/dependencies-1/53-green?style=flat"
"MEclustnet",7,55,7,46,5,38,0,0,"https://img.shields.io/badge/dependencies-5/38-orange?style=flat"
"MED",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"MedDietCalc",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"mederrRank",6,7,2,3,2,3,0,0,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"medExtractR",1,8,1,4,1,4,0,0,"https://img.shields.io/badge/dependencies-1/4-green?style=flat"
"medfate",6,83,5,75,5,67,0,0,"https://img.shields.io/badge/dependencies-5/67-orange?style=flat"
"mediacloudr",4,19,4,15,4,15,0,0,"https://img.shields.io/badge/dependencies-4/15-green?style=flat"
"MediaK",2,10,2,4,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"Mediana",8,20,6,12,4,7,0,0,"https://img.shields.io/badge/dependencies-4/7-green?style=flat"
"MediaNews",6,55,5,49,5,49,0,0,"https://img.shields.io/badge/dependencies-5/49-orange?style=flat"
"mediation",12,93,8,84,5,73,0,0,"https://img.shields.io/badge/dependencies-5/73-orange?style=flat"
"medicalrisk",3,12,3,8,3,8,0,0,"https://img.shields.io/badge/dependencies-3/8-green?style=flat"
"medicare",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"meditate",7,9,4,5,4,5,0,0,"https://img.shields.io/badge/dependencies-4/5-green?style=flat"
"meditations",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"MEDITS",8,62,8,54,8,48,0,0,"https://img.shields.io/badge/dependencies-8/48-orange?style=flat"
"medmod",4,63,4,54,4,49,0,0,"https://img.shields.io/badge/dependencies-4/49-green?style=flat"
"MedOr",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"MEDseq",7,104,7,94,5,81,0,0,"https://img.shields.io/badge/dependencies-5/81-orange?style=flat"
"MedSurvey",5,22,3,13,2,9,0,0,"https://img.shields.io/badge/dependencies-2/9-green?style=flat"
"meetupapi",4,33,4,29,4,29,0,0,"https://img.shields.io/badge/dependencies-4/29-green?style=flat"
"mefa",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"mefa4",2,8,1,2,0,0,2,2,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"Mega2R",11,42,10,35,10,31,0,0,"https://img.shields.io/badge/dependencies-10/31-red?style=flat"
"MEGENA",12,93,12,83,10,74,0,0,"https://img.shields.io/badge/dependencies-10/74-red?style=flat"
"meifly",3,9,3,4,2,3,0,0,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"mekko",1,54,1,46,1,41,0,0,"https://img.shields.io/badge/dependencies-1/41-green?style=flat"
"meltt",12,90,11,82,11,77,0,0,"https://img.shields.io/badge/dependencies-11/77-red?style=flat"
"melviewr",10,14,8,9,8,9,0,0,"https://img.shields.io/badge/dependencies-8/9-orange?style=flat"
"mem",9,67,9,59,8,53,1,1,"https://img.shields.io/badge/dependencies-8/53-orange?style=flat"
"memapp",21,118,21,110,20,103,0,0,"https://img.shields.io/badge/dependencies-20/103-red?style=flat"
"meme",10,60,5,52,5,47,0,0,"https://img.shields.io/badge/dependencies-5/47-orange?style=flat"
"memery",14,80,13,72,13,67,0,0,"https://img.shields.io/badge/dependencies-13/67-red?style=flat"
"memgene",4,24,4,17,4,11,0,0,"https://img.shields.io/badge/dependencies-4/11-green?style=flat"
"memisc",8,26,4,19,2,17,6,7,"https://img.shields.io/badge/dependencies-2/17-green?style=flat"
"memo",1,2,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"memochange",8,78,7,69,7,63,0,0,"https://img.shields.io/badge/dependencies-7/63-orange?style=flat"
"memoise",1,2,1,1,1,1,70,297,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"memor",4,23,3,19,3,19,0,0,"https://img.shields.io/badge/dependencies-3/19-green?style=flat"
"memoria",9,113,9,105,9,94,0,0,"https://img.shields.io/badge/dependencies-9/94-orange?style=flat"
"MEMSS",1,19,1,11,1,6,0,0,"https://img.shields.io/badge/dependencies-1/6-green?style=flat"
"memuse",2,2,0,0,0,0,2,5,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"MendelianRandomization",9,93,8,85,7,80,0,0,"https://img.shields.io/badge/dependencies-7/80-orange?style=flat"
"MEPDF",5,10,4,5,4,5,0,0,"https://img.shields.io/badge/dependencies-4/5-green?style=flat"
"Mercator",13,82,8,73,6,66,0,0,"https://img.shields.io/badge/dependencies-6/66-orange?style=flat"
"merDeriv",10,30,7,21,6,16,1,1,"https://img.shields.io/badge/dependencies-6/16-orange?style=flat"
"mergedblocks",1,57,1,49,1,43,0,0,"https://img.shields.io/badge/dependencies-1/43-green?style=flat"
"mergeTrees",1,3,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"merlin",6,15,4,7,2,3,0,0,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"merror",4,4,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"merTools",11,91,10,82,10,75,0,0,"https://img.shields.io/badge/dependencies-10/75-red?style=flat"
"MESS",13,86,11,77,9,71,5,7,"https://img.shields.io/badge/dependencies-9/71-orange?style=flat"
"messaging",5,29,5,24,5,24,0,0,"https://img.shields.io/badge/dependencies-5/24-orange?style=flat"
